	CHEM_ID	LIB_ID	COMP_ID	CHRO_LIB_ENTRY_ID	SUPER_PATHWAY	SUB_PATHWAY	PATHWAY_SORTORDER	TYPE	INCHIKEY	SMILES	CHEMICAL_NAME	PLOT_NAME	LIPID SPECIES LEVEL	LIPID MOLECULAR SPECIES LEVEL	LIPID SN POSITION LEVEL	CAS	CHEMSPIDER	HMDB	KEGG	PUBCHEM	PLATFORM	kg_ids_groundtruth
81	504	400	2342	155468	Amino Acid	Tryptophan Metabolism	295.0	NAMED	QZAYGJVTTNCVMB-UHFFFAOYSA-N	NCCC1=CNC(C=C2)=C1C=C2O	serotonin	serotonin				153-98-0	5013	HMDB0000259	C00780	5202	Pos Early	['CHEBI:181195', 'CHEBI:28790']
82	512	400	2125	155458	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	480.0	NAMED	XOAAWQZATWQOTB-UHFFFAOYSA-N	NCCS(=O)(O)=O	taurine	taurine				107-35-7	1091	HMDB0000251	C00245	1123	Pos Early	['CHEBI:15891']
83	519	209	1365	125728	Lipid	Long Chain Saturated Fatty Acid	1553.0	NAMED	TUNFSRHWOTWDNC-UHFFFAOYSA-N	OC(CCCCCCCCCCCCC)=O	myristate (14:0)	myristate (14:0)				544-63-8	10539	HMDB0000806	C06424	11005	Neg	['CHEBI:28875']
84	533	400	1670	155443	Amino Acid	Urea cycle; Arginine and Proline Metabolism	495.0	NAMED	XSQUKJJJFZCRTK-UHFFFAOYSA-N	O=C(N)N	urea	urea				57-13-6	1143	HMDB0000294	C00086	1176	Pos Early	['CHEBI:16199']
85	535	209	606	123185	Nucleotide	Pyrimidine Metabolism, Uracil containing	4433.0	NAMED	DRTQHJPVMGBUCF-UHFFFAOYSA-N	OC1C(N(C=CC2=O)C(N2)=O)OC(CO)C1O	uridine	uridine				58-96-8	5807	HMDB0000296	C00299	6029	Neg	['CHEBI:143353', 'CHEBI:16704']
86	536	209	52602	165330	Nucleotide	Pyrimidine Metabolism, Uracil containing	4449.0	NAMED	MXHRCPNRJAMMIM-UHFFFAOYSA-N	O=C(NC1=O)N(C=C1)C(CC2O)OC2CO	2'-deoxyuridine	2'-deoxyuridine				951-78-0	13118	HMDB0000012	C00526	13712	Neg	['CHEBI:16450', 'PUBCHEM.COMPOUND:640']
87	537	400	607	155340	Amino Acid	Histidine Metabolism	81.0	NAMED	LOIYMIARKYCTBW-OWOJBTEDSA-N	O=C(O)/C=C/C1=CNC=N1	trans-urocanate	trans-urocanate				104-98-3	643824	HMDB0000301	C00785	736715	Pos Early	['CHEBI:30817']
88	561	400	57	155297	Amino Acid	Glutamate Metabolism	46.0	NAMED	WHUUTDBJXJRKMK-VKHMYHEASA-N	O=C(O)[C@@H](N)CCC(O)=O	glutamate	glutamate				56-86-0	591	HMDB0000148	C00025,C00217	33032	Pos Early	['CHEBI:16015', 'CHEBI:15966']
89	563	400	53	155293	Amino Acid	Glutamate Metabolism	47.0	NAMED	ZDXPYRJPNDTMRX-VKHMYHEASA-N	OC([C@@H](N)CCC(N)=O)=O	glutamine	glutamine				56-85-9	5746	HMDB0000641	C00064	5961	Pos Early	['CHEBI:18050']
90	564	400	1284	155352	Amino Acid	Glycine, Serine and Threonine Metabolism	17.0	NAMED	AYFVYJQAPQTCCC-GBXIJSLDSA-N	N[C@H](C(O)=O)[C@H](O)C	threonine	threonine				72-19-5	6051	HMDB0000167	C00188	6288	Pos Early	['CHEBI:16857']
91	565	400	54	155294	Amino Acid	Tryptophan Metabolism	262.0	NAMED	QIVBCDIJIAJPQS-VIFPVBQESA-N	O=C(O)[C@@H](N)CC1=CNC2=C1C=CC=C2	tryptophan	tryptophan				73-22-3	6066	HMDB0000929	C00078	6305	Pos Early	['CHEBI:16828']
92	566	209	1649	125742	Amino Acid	Leucine, Isoleucine and Valine Metabolism	424.0	NAMED	KZSNJWFQEVHDMF-BYPYZUCNSA-N	N[C@H](C(O)=O)C(C)C	valine	valine				72-18-4	6050	HMDB0000883	C00183	6287	Neg	['CHEBI:16414']
93	572	305	48152	151982	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	1263.0	NAMED	WQZGKKKJIJFFOK-DVKNGEFBSA-N	O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	glucose	glucose				50-99-7	71358	HMDB0000122	C00031	5793	Polar	['CHEBI:17925', 'CHEBI:4167']
94	796	305	4968	152126	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	463.0	NAMED	TYEYBOSBBBHJIV-UHFFFAOYSA-N	OC(C(CC)=O)=O	alpha-ketobutyrate	alpha-ketobutyrate				600-18-0	2829426	HMDB0000005	C00109	58	Polar	['CHEBI:30831']
95	798	209	555	124777	Nucleotide	Purine Metabolism, Adenine containing	4360.0	NAMED	OIRDTQYFTABQOQ-KQYNXXCUSA-N	NC1=NC=NC2=C1N=CN2[C@@]3([H])[C@@](O)([H])[C@@](O)([H])[C@](CO)([H])O3	adenosine	adenosine				58-61-7	54923	HMDB0000050	C00212	60961	Neg	['CHEBI:16027']
96	799	400	3141	155487	Amino Acid	Glycine, Serine and Threonine Metabolism	7.0	NAMED	KWIUHFFTVRNATP-UHFFFAOYSA-N	O=C(C[N+](C)(C)C)[O-]	betaine	betaine				107-43-7	19951173,242	HMDB0000043	C00719	247	Pos Early	['CHEBI:17750']
97	800	400	1868	155454	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	464.0	NAMED	XUJNEKJLAYXESH-REOHCLBHSA-N	SC[C@H](N)C(O)=O	cysteine	cysteine				56-89-3,52-90-4	5653	HMDB0000574	C00097	5862	Pos Early	['CHEBI:16283', 'CHEBI:17561']
98	803	305	48153	152039	Carbohydrate	Fructose, Mannose and Galactose Metabolism	1393.0	NAMED	WQZGKKKJIJFFOK-DXQLJALPSA-N	O[C@@H]1C(CO)O[C@@H](O)[C@@H](O)[C@H]1O	mannose	mannose				3458-28-4	141983	HMDB0000169	C00159,C02209,C00936	82308,439680,185698,18950	Polar	['CHEBI:4208', 'CHEBI:28563', 'CHEBI:37681']
99	806	400	5086	155492	Amino Acid	Glycine, Serine and Threonine Metabolism	6.0	NAMED	FFDGPVCHZBVARC-UHFFFAOYSA-N	CN(C)CC(O)=O	dimethylglycine	dimethylglycine				1118-68-9	653	HMDB0000092	C03626	673	Pos Early	['CHEBI:17724', 'CHEBI:17929']
100	811	400	1126	155351	Amino Acid	Alanine and Aspartate Metabolism	29.0	NAMED	QNAYBMKLOCPYGJ-REOHCLBHSA-N	O=C(O)[C@@H](N)C	alanine	alanine				56-41-7	5735	HMDB0000161	C00041	5950	Pos Early	['CHEBI:16449']
101	815	209	1299	124543	Amino Acid	Tyrosine Metabolism	169.0	NAMED	OUYCCCASQSFEME-QMMMGPOBSA-N	N[C@@H](CC1=CC=C(O)C=C1)C(O)=O	tyrosine	tyrosine				60-18-4	5833	HMDB0000158	C00082	6057	Neg	['CHEBI:17895']
102	818	305	15872	147518	Lipid	Fatty Acid Synthesis	1513.0	NAMED	OFOBLEOULBTSOW-UHFFFAOYSA-N	O=C(O)CC(O)=O	malonate	malonate				26522-22-85-0,141-82-2	844	HMDB0000691	C00383	867	Polar	['CHEBI:30794']
103	821	209	33442	125870	Nucleotide	Pyrimidine Metabolism, Uracil containing	4435.0	NAMED	PTJWIQPHWPFNBW-GBNDHIKLSA-N	O[C@]1([H])[C@@](O)([H])[C@](CO)([H])O[C@]1(C2=CNC(NC2=O)=O)[H]	pseudouridine	pseudouridine				1445-07-4	21403010	HMDB0000767	C02067	15047	Neg	['CHEBI:17802']
104	823	305	48990	160586	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	1279.0	NAMED	LCTONWCANYUPML-UHFFFAOYSA-N	CC(C(O)=O)=O	pyruvate	pyruvate				127-17-3	96901	HMDB0000243	C00022	1060	Polar	['CHEBI:32816']
105	825	305	605	146422	Nucleotide	Pyrimidine Metabolism, Uracil containing	4434.0	NAMED	ISAKRJDGNUQOIC-UHFFFAOYSA-N	O=C(NC=C1)NC1=O	uracil	uracil				66-22-8	1141	HMDB0000300	C00106	1174	Polar	['CHEBI:17568']
106	826	305	15581	146484	Carbohydrate	Pentose Metabolism	1307.0	NAMED	PYMYPHUHKUWMLA-VPENINKCSA-N	O=C[C@@H]([C@H]([C@@H](CO)O)O)O	xylose	xylose				609-06-3	85957	HMDB0000098	C00181	135191	Polar	['CHEBI:18222', 'CHEBI:17979', 'CHEBI:15936']
107	827	209	514	123161	Nucleotide	Pyrimidine Metabolism, Cytidine containing	4465.0	NAMED	UHDGCWIWMRVCDJ-XVFCMESISA-N	OC[C@@H]1[C@H]([C@H]([C@H](N2C(N=C(C=C2)N)=O)O1)O)O	cytidine	cytidine				65-46-3	5940	HMDB0000089	C00475	6175	Neg	['CHEBI:17562']
108	828	305	575	146408	Carbohydrate	Pentose Metabolism	1309.0	NAMED	SRBFZHDQGSBBOR-SQOUGZDYSA-N	O[C@@H]1CO[C@@H](O)[C@@H](O)[C@@H]1O	arabinose	arabinose				28697-53-2	59687	HMDB0029942	C00216	66308	Polar	['CHEBI:46994', 'CHEBI:46983']
109	848	400	553	155318	Xenobiotics	Tobacco Metabolite	4827.0	NAMED	UIKROCXWUNQSPJ-VIFPVBQESA-N	O=C1CC[C@@H]([C@]2=CN=CC=C2)N1C	cotinine	cotinine				486-56-6	746405	HMDB0001046		408	Pos Early	['CHEBI:68641']
110	849	400	569	155325	Xenobiotics	Xanthine Metabolism	4807.0	NAMED	RYYVLZVUVIJVGH-UHFFFAOYSA-N	O=C(N(C)C1=C2N(C)C=N1)N(C)C2=O	caffeine	caffeine				58-08-2	2424	HMDB0001847	C07481	2519	Pos Early	['CHEBI:27732']
111	878	305	48195	153126	Carbohydrate	Fructose, Mannose and Galactose Metabolism	1387.0	NAMED	RFSUNEUAIZKAJO-ARQDHWQXSA-N	OC[C@@]1(O)O[C@H](CO)[C@@H](O)[C@@H]1O	fructose	fructose				57-48-7	5764	HMDB0000660	C00095	2723872	Polar	['CHEBI:28645', 'CHEBI:48095', 'CHEBI:28757']
112	880	400	554	155319	Nucleotide	Purine Metabolism, Adenine containing	4361.0	NAMED	GFFGJBXGBJISGV-UHFFFAOYSA-N	NC1=NC=NC2=C1N=CN2	adenine	adenine				73-24-5	185	HMDB0000034	C00147	190	Pos Early	['CHEBI:16708']
113	888	209	1642	125736	Lipid	Medium Chain Fatty Acid	1540.0	NAMED	GHVNFZFCNZKVNT-UHFFFAOYSA-N	CCCCCCCCCC(O)=O	caprate (10:0)	caprate (10:0)				334-48-5	2863	HMDB0000511	C01571	2969	Neg	['CHEBI:30813']
114	891	209	1121	125718	Lipid	Long Chain Saturated Fatty Acid	1558.0	NAMED	KEMQGTRYUADPNZ-UHFFFAOYSA-N	O=C(O)CCCCCCCCCCCCCCCC	margarate (17:0)	margarate (17:0)				506-12-7	10033	HMDB0002259		10465	Neg	['CHEBI:32365']
115	892	209	1356	125722	Lipid	Long Chain Saturated Fatty Acid	1562.0	NAMED	ISYWECDDZWTKFF-UHFFFAOYSA-N	CCCCCCCCCCCCCCCCCCC(O)=O	nonadecanoate (19:0)	nonadecanoate (19:0)				646-30-0	12071	HMDB0000772	C16535	12591	Neg	['CHEBI:39246']
116	893	209	1118	125716	Lipid	Long Chain Saturated Fatty Acid	1563.0	NAMED	VKOBVWXKNCXXDE-UHFFFAOYSA-N	CCCCCCCCCCCCCCCCCCCC(O)=O	arachidate (20:0)	arachidate (20:0)				506-30-9	10035	HMDB0002212	C06425	10467	Neg	['CHEBI:28822']
117	913	305	15586	146486	Carbohydrate	Glycogen Metabolism	1340.0	NAMED	GUBGYTABKSRVRQ-ASMJPISFSA-N	O[C@@H]1[C@H]([C@H](O[C@@H]([C@H]1O)CO)O[C@H]2[C@@H]([C@H]([C@H](O[C@@H]2CO)O)O)O)O	maltose	maltose				6363-53-7	388469	HMDB0000163	C00208	10991489	Polar	['CHEBI:17306']
118	917	400	512	155306	Amino Acid	Alanine and Aspartate Metabolism	40.0	NAMED	DCXYFEDJOCDNAF-REOHCLBHSA-N	NC(C[C@H](N)C(O)=O)=O	asparagine	asparagine				70-47-3	6031	HMDB0000168	C00152	6267	Pos Early	['CHEBI:15724']
119	923	305	601	145712	Nucleotide	Pyrimidine Metabolism, Orotate containing	4420.0	NAMED	UFIVEPVSAGBUSI-UHFFFAOYSA-N	O=C(C(NC1=O)CC(N1)=O)O	dihydroorotate	dihydroorotate				155-54-4	628	HMDB0000528,HMDB0003349	C00337	648	Polar	['CHEBI:17025', 'CHEBI:30866']
120	980	209	1361	125726	Lipid	Long Chain Saturated Fatty Acid	1555.0	NAMED	WQEPLUUGTLDZJY-UHFFFAOYSA-N	O=C(O)CCCCCCCCCCCCCC	pentadecanoate (15:0)	pentadecanoate (15:0)				10002-84-2,1002-84-2	13249	HMDB0000826	C16537	13849	Neg	['CHEBI:42504']
121	1001	400	32306	155905	Amino Acid	Urea cycle; Arginine and Proline Metabolism	523.0	NAMED	PMMYEEVYMWASQN-DMTCNVIQSA-N	O[C@@H]1C[C@@H](C(O)=O)NC1	trans-4-hydroxyproline	hydroxyproline				51-35-4	5605	HMDB0000725	C01157	5810	Pos Early	['CHEBI:88157']
122	1002	305	1107	146424	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	4347.0	NAMED	POJWUDADGALRAB-UHFFFAOYSA-N	O=C(N1)C(NC(N)=O)NC1=O	allantoin	allantoin				97-59-6	199	HMDB0000462	C02348,C01551,C02350	439714,204,439713	Polar	['CHEBI:15677', 'CHEBI:15678']
123	1003	305	1117	146426	Carbohydrate	Fructose, Mannose and Galactose Metabolism	1403.0	NAMED	FBPFZTCFMRRESA-GUCUJZIJSA-N	O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O)CO	galactitol (dulcitol)	galactitol (dulcitol)				608-66-2	11357	HMDB0000107	C01697	11850	Polar	['CHEBI:16813']
124	1004	305	3147	147146	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	4335.0	NAMED	LRFVTYWOQMYALW-UHFFFAOYSA-N	O=C(N1)C(N=CN2)=C2NC1=O	xanthine	xanthine				69-89-6	1151	HMDB0000292	C00385	1188	Polar	['CHEBI:17712']
125	1021	209	1494	123209	Amino Acid	Glutathione Metabolism	590.0	NAMED	ODHCTXKNWHHXJC-VKHMYHEASA-N	O=C1CC[C@@H]([C@@](O)=O)N1	5-oxoproline	5-oxoproline				98-79-3	7127	HMDB0000267	C02237,C01879	439685,7405	Neg	['CHEBI:16924', 'CHEBI:16010']
126	1022	400	1512	155387	Amino Acid	Tryptophan Metabolism	290.0	NAMED	SIOXPEMLGUPBBT-UHFFFAOYSA-N	O=C(O)C1=NC=CC=C1	picolinate	picolinate				98-98-6	993	HMDB0002243	C10164	1018	Pos Early	['CHEBI:28747']
127	1023	400	1516	155390	Amino Acid	Glycine, Serine and Threonine Metabolism	5.0	NAMED	FSYKKLYZXJSNPZ-UHFFFAOYSA-N	CNCC(O)=O	sarcosine	sarcosine				107-97-1	1057	HMDB0000271	C00213	1088	Pos Early	['CHEBI:15611']
128	1024	209	1508	124797	Cofactors and Vitamins	Pantothenate and CoA Metabolism	4552.0	NAMED	GHOKWGTUZJEAQD-ZETCQYMHSA-N	O=C(NCCC(O)=O)[C@H](O)C(C)(C)CO	pantothenate	pantothenate (Vitamin B5)				137-08-6	6361	HMDB0000210	C00864	6613	Neg	['CHEBI:7916']
129	1025	400	1444	155369	Amino Acid	Lysine Metabolism	134.0	NAMED	HXEACLLIILLPRG-UHFFFAOYSA-N	OC(C1NCCCC1)=O	pipecolate	pipecolate				4043-87-2		HMDB0000070			Pos Early	['CHEBI:17964']
130	1026	400	1600	155428	Lipid	Phospholipid Metabolism	2284.0	NAMED	SUHOOTKUPISOBE-UHFFFAOYSA-N	NCCOP(O)(O)=O	phosphoethanolamine	phosphoethanolamine (PE)				1071-23-4	990	HMDB0000224	C00346	1015	Pos Early	['CHEBI:17553']
131	1052	305	1572	146444	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	1283.0	NAMED	RBNPOMFGQQGHHO-UHFFFAOYSA-N	O=C(O)C(O)CO	glycerate	glycerate				600-19-1	732	HMDB0000139,HMDB0006372	C00258	439194,752	Polar	['CHEBI:74324', 'CHEBI:33508', 'CHEBI:32398']
132	1053	400	3155	155489	Nucleotide	Pyrimidine Metabolism, Uracil containing	4452.0	NAMED	JSJWCHRYRHKBBW-UHFFFAOYSA-N	OC(CCNC(N)=O)=O	3-ureidopropionate	3-ureidopropionate				462-88-4	109	HMDB0000026	C02642	111	Pos Early	['CHEBI:18261']
133	1082	209	1587	126818	Amino Acid	Leucine, Isoleucine and Valine Metabolism	344.0	NAMED	WXNXCEHXYPACJF-ZETCQYMHSA-N	O=C(O)[C@H](CC(C)C)NC(C)=O	N-acetylleucine	N-acetylleucine				1188-21-2	64075	HMDB0011756	C02710	70912	Neg	['CHEBI:17786']
134	1083	209	1589	124587	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	444.0	NAMED	XUYPXLNMDZIRQH-LURJTMIESA-N	O=C(O)[C@H](CCSC)NC(C)=O	N-acetylmethionine	N-acetylmethionine				65-82-7	395338	HMDB0011745	C02712	448580	Neg	['CHEBI:21557']
135	1084	209	1591	124807	Amino Acid	Leucine, Isoleucine and Valine Metabolism	425.0	NAMED	IHYJTAOFMMMOPX-LURJTMIESA-N	O=C(O)[C@@H](NC(C)=O)C(C)C	N-acetylvaline	N-acetylvaline				96-81-1	60154	HMDB0011757		66789	Neg	['CHEBI:21565']
136	1087	209	1552	125983	Lipid	Long Chain Monounsaturated Fatty Acid	1593.0	NAMED	DPUOLQHDNGRHBS-KTKRTIGZSA-N	OC(CCCCCCCCCCC\C=C/CCCCCCCC)=O	erucate (22:1n9)	erucate (22:1n9)				112-86-7	7924	HMDB0002068	C08316	8216,5281116	Neg	['CHEBI:165494', 'PUBCHEM.COMPOUND:8216']
137	1090	402	43807	159596	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	4624.0	NAMED	BPYKTIZUTYGOLE-KDUUSRDASA-N	CC(C(N\1)=O)=C(C=C)C1=C/C2=C(C)C(CCC(O)=O)=C(CC3=C(CCC(O)=O)C(C)=C(/C=C4NC(C(C=C)=C/4C)=O)N3)N2	bilirubin (Z,Z)	bilirubin				635-65-4	4444055	HMDB0000054	C00486	5280352	Pos Late	['CHEBI:72719', 'CHEBI:16990']
138	1094	209	2761	161549	Amino Acid	Tyrosine Metabolism	252.0	NAMED	XUIIKFGFIJCVMT-LBPRGKRZSA-N	OC1=C(I)C=C(OC2=C(I)C=C(C[C@H](N)C(O)=O)C=C2I)C=C1I	thyroxine	thyroxine				51-48-9	5614	HMDB0000248	C01829	5819	Neg	['CHEBI:6446']
139	1099	209	1573	124583	Nucleotide	Purine Metabolism, Guanine containing	4396.0	NAMED	NYHBQMYGNKIUIF-UUOKFMHZSA-N	O=C1C(N=CN2[C@@]3([H])[C@@](O)([H])[C@@](O)([H])[C@](CO)([H])O3)=C2N=C(N)N1	guanosine	guanosine				118-00-3	6544	HMDB0000133	C00387	6802	Neg	['CHEBI:16750']
140	1102	400	2734	155471	Peptide	Gamma-glutamyl Amino Acid	666.0	NAMED	VVLXCWVSSLFQDS-QWRGUYRKSA-N	OC(C=C1)=CC=C1C[C@@H](C(O)=O)NC(CC[C@@H](C(O)=O)N)=O	gamma-glutamyltyrosine	gamma-glutamyltyrosine				7432-23-7	85142	HMDB0011741		94340	Pos Early	['CHEBI:82969']
141	1104	400	1584	155418	Xenobiotics	Food Component/Plant	5182.0	NAMED	KTHADMDGDNYQRX-UHFFFAOYSA-N	O=C(OC)CC1=CNC2=C1C=CC=C2	methyl indole-3-acetate	methyl indole-3-acetate				1912-33-0	67279	HMDB0029738		74706	Pos Early	['CHEBI:72782']
142	1105	402	1561	164189	Cofactors and Vitamins	Tocopherol Metabolism	4576.0	NAMED	GVJHHUAWPYXKBD-IEOSBIPESA-N	CC1=C2C(O[C@@](CCC[C@H](C)CCC[C@H](C)CCC[C@H](C)C)(C)CC2)=C(C)C(C)=C1O	alpha-tocopherol	alpha-tocopherol				10191-41-0,59-02-9	14265	HMDB0001893	C02477	86472	Pos Late	['CHEBI:18145']
143	1108	305	1594	147490	Nucleotide	Pyrimidine Metabolism, Orotate containing	4419.0	NAMED	HLKXYZVTANABHZ-REOHCLBHSA-N	OC([C@H](CC(O)=O)NC(N)=O)=O	N-carbamoylaspartate	N-carbamoylaspartate				923-37-5	4573859	HMDB0000828	C00438	93072	Polar	['CHEBI:64850']
144	1110	305	1585	147717	Amino Acid	Alanine and Aspartate Metabolism	31.0	NAMED	KTHDTJVBEPMMGL-VKHMYHEASA-N	O=C(O)[C@@H](NC(C)=O)C	N-acetylalanine	N-acetylalanine				97-69-8	79449	HMDB0000766	C02847	88064	Polar	['CHEBI:40992', 'CHEBI:21575']
145	1111	209	1567	124579	Amino Acid	Tyrosine Metabolism	209.0	NAMED	CGQCWMIAEPEHNQ-UHFFFAOYSA-N	OC(C(O)=O)C1=CC=C(O)C(OC)=C1	vanillylmandelate (VMA)	vanillylmandelate (VMA)				55-10-7	1207	HMDB0000291	C05584	1245	Neg	['UNII:T9EAH8NHTC']
146	1113	400	1558	155399	Amino Acid	Polyamine Metabolism	571.0	NAMED	UZTFMUBKZQVKLK-UHFFFAOYSA-N	CC(NCCCC(O)=O)=O	4-acetamidobutanoate	4-acetamidobutanoate				3025-96-5	17180	HMDB0003681	C02946	18189	Pos Early	['CHEBI:17645']
147	1114	400	1566	155405	Nucleotide	Pyrimidine Metabolism, Thymine containing	4498.0	NAMED	QCHPKSFMDHPSNR-UHFFFAOYSA-N	O=C(O)C(C)CN	3-aminoisobutyrate	3-aminoisobutyrate				214139-20-5,10569-72-9	58481	HMDB0002166	C05145	64956	Pos Early	['CHEBI:27389', 'UNII:H1WR898GX7']
148	1123	209	1563	125732	Lipid	Primary Bile Acid Metabolism	3525.0	NAMED	RUDATBOHQWOJDD-LXEZOOAESA-N	C[C@]12CC[C@]3([H])[C@@]4(C)CC[C@@H](O)C[C@@]4([H])C[C@@H](O)[C@@]3([H])[C@]1([H])CC[C@@]2(C(CCC(O)=O)C)[H]	chenodeoxycholate	chenodeoxycholate				474-25-9,474-24-9		HMDB0000518	C02528	10133	Neg	['CHEBI:16755']
149	1124	209	1564	124575	Energy	TCA Cycle	1480.0	NAMED	KRKNYBCHXYNGOX-UHFFFAOYSA-N	OC(CC(CC(O)=O)(O)C(O)=O)=O	citrate	citrate				77-92-9	305	HMDB0000094	C00158	311	Neg	['CHEBI:30769']
150	1128	400	42374	156916	Amino Acid	Glutathione Metabolism	591.0	NAMED	QWCKQJZIFLGMSD-GSVOUGTGSA-N	N[C@H](CC)C(O)=O	2-aminobutyrate	2-aminobutyrate				1492-24-6	388757	HMDB0000452	C02356	80283	Pos Early	['CHEBI:28797', 'UNII:0QAJ5KN9IM']
151	1134	209	1604	124593	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	4345.0	NAMED	LEHOTFFKMJEONL-UHFFFAOYSA-N	O=C1NC(NC(NC2=O)=O)=C2N1	urate	urate				120K5305,69-93-2		HMDB0000289	C00366	1175	Neg	['CHEBI:17775']
152	1135	209	1605	125991	Lipid	Secondary Bile Acid Metabolism	3575.0	NAMED	RUDATBOHQWOJDD-UZVSRGJWSA-N	O[C@@H]1[C@@]2([H])[C@]3([H])CC[C@@]([C@@H](CCC(O)=O)C)([H])[C@@]3(C)CC[C@]2([H])[C@@]4(C)CC[C@@H](O)C[C@@]4([H])C1	ursodeoxycholate	ursodeoxycholate				128-13-2	29131	HMDB0000946	C07880	31401	Neg	['CHEBI:180939']
153	1137	209	38102	127707	Lipid	Endocannabinoid	2205.0	NAMED	BOWVQLFMWHZBEF-KTKRTIGZSA-N	O=C(NCCO)CCCCCCC/C=C\CCCCCCCC	oleoyl ethanolamide (18:1)	oleoyl ethanolamide (18:1)				111-58-0,11-58-0	4446574	HMDB0002088		5283454	Neg	['CHEBI:71466']
154	1140	400	2730	155470	Peptide	Gamma-glutamyl Amino Acid	655.0	NAMED	JBFYFLXEJFQWMU-WDSKDSINSA-N	O=C(N)CC[C@@H](C(O)=O)NC(CC[C@@H](C(O)=O)N)=O	gamma-glutamylglutamine	gamma-glutamylglutamine				10148-81-9	133013	HMDB0011738	C05283	150914	Pos Early	['CHEBI:73707']
155	1143	209	40605	223227	Lipid	Short Chain Fatty Acid	1528.0	NAMED	FERIUCNNQQJTOY-UHFFFAOYSA-N	OC(CCC)=O	butyrate/isobutyrate (4:0)	butyrate/isobutyrate (4:0)				109-92-6	259	HMDB0000039	C00246	264	Neg	['CHEBI:30772']
156	1162	305	32377	147564	Carbohydrate	Aminosugar Metabolism	1459.0	NAMED	SQVRNKJHWKZAKO-UHFFFAOYSA-N	OC1(C(O)=O)CC(O)C(NC(C)=O)C(C(O)C(O)CO)O1	N-acetylneuraminate	N-acetylneuraminate				131-48-6	10292217	HMDB0000230	C00270	439197	Polar	['PUBCHEM.COMPOUND:906', 'CHEBI:45744', 'CHEBI:17012']
157	1215	400	48149	157725	Carbohydrate	Aminosugar Metabolism	1471.0	NAMED	YTTRPBWEMMPYSW-VFFCQLMOSA-N	O[C@H]1[C@H](O)[C@@H](CO)O[C@@H](NC(CC(N)C(O)=O)=O)[C@@H]1NC(C)=O	N-acetylglucosaminylasparagine	N-acetylglucosaminylasparagine				2776-93-4	21403014	HMDB0000489	C04540	123826	Pos Early	['CHEBI:17261']
158	1221	400	27718	155838	Amino Acid	Creatine Metabolism	539.0	NAMED	CVSVTCORWBXHQV-UHFFFAOYSA-N	CN(C(N)=N)CC(O)=O	creatine	creatine				57-00-1	566	HMDB0000064	C00300	586	Pos Early	['CHEBI:16919']
159	1224	400	18368	155661	Amino Acid	Glutathione Metabolism	589.0	NAMED	KDJVKDYFFTWHBO-UHFFFAOYSA-N	O=C(NCC(O)=O)C(N)CSSCC(N)C(NCC(O)=O)=O	cys-gly, oxidized	cys-gly, oxidized				7729-20-6	295316	HMDB0242125		333293	Pos Early	['HMDB:HMDB0242125']
160	1230	209	18474	124889	Lipid	Estrogenic Steroids	3495.0	NAMED	JKKFKPJIXZFSSB-DFGXFYAUSA-N	C[C@@](CC1)(C2=O)[C@](CC2)([H])[C@@](CC3)([H])[C@]1([H])C(C=C4)=C3C=C4OS(O)(=O)=O	estrone 3-sulfate	estrone 3-sulfate				438-67-5	16740220	HMDB0001425	C02538	3001028	Neg	['CHEBI:17474', 'CHEBI:8389']
161	1231	209	17805	126039	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	1616.0	NAMED	XSXIVVZCUAHUJO-HZJYTTRNSA-N	O=C(O)CCCCCCCCC/C=C\C/C=C\CCCCC	dihomo-linoleate (20:2n6)	dihomolinoleate (20:2n6)				2091-39-6	4944228	HMDB0005060	C16525	6439848	Neg	['CHEBI:194379', 'CHEBI:73731']
162	1235	400	18245	155638	Peptide	Gamma-glutamyl Amino Acid	657.0	NAMED	PXVCMZCJAUJLJP-YUMQZZPRSA-N	O=C(O)[C@@H](N)CCC(N[C@@H](CC1=CNC=N1)C(O)=O)=O	gamma-glutamylhistidine	gamma-glutamylhistidine				37460-15-4	5380197	HMDB0029151		7017195	Pos Early	['CHEBI:133032']
163	1239	209	17945	126830	Lipid	Fatty Acid, Monohydroxy	2017.0	NAMED	KIHBGTRZFAVZRV-QGZVFWFLSA-N	OC([C@H](O)CCCCCCCCCCCCCCCC)=O	2-hydroxystearate	2-hydroxystearate				629-22-1	62625	HMDB0242145,HMDB0062549	C03042,C03045	439887,439885,69417	Neg	['CHEBI:19660']
