CHEM_ID	LIB_ID	COMP_ID	CHRO_LIB_ENTRY_ID	SUPER_PATHWAY	SUB_PATHWAY	PATHWAY_SORTORDER	TYPE	INCHIKEY	SMILES	CHEMICAL_NAME	PLOT_NAME	LIPID SPECIES LEVEL	LIPID MOLECULAR SPECIES LEVEL	LIPID SN POSITION LEVEL	CAS	CHEMSPIDER	HMDB	KEGG	PUBCHEM	PLATFORM	curies_goldstandard	invalid_ids_goldstandard
313	402	17769	158166	Lipid	Sphingolipid Synthesis	3063	NAMED	OTKJDMGTUTTYMP-UHFFFAOYSA-N	CCCCCCCCCCCCCCCC(C(CO)N)O	sphinganine	sphinganine				3102-56-5	3014	HMDB0000269	C00836	3126	Pos Late	['HMDB:HMDB0000269', 'SMILES:CCCCCCCCCCCCCCCC(C(CO)N)O', 'PUBCHEM.COMPOUND:3126', 'CAS:3102-56-5', 'INCHIKEY:OTKJDMGTUTTYMP-UHFFFAOYSA-N', 'KEGG.COMPOUND:C00836']	{}
330	305	1643	146876	Energy	TCA Cycle	1490	NAMED	VZCYOOQTPOCHFL-OWOJBTEDSA-N	OC(/C=C/C(O)=O)=O	fumarate	fumarate				100-17-8	10197150	HMDB0000134	C00122	444972	Polar	['CAS:100-17-8', 'KEGG.COMPOUND:C00122', 'PUBCHEM.COMPOUND:444972', 'SMILES:OC(/C=C/C(O)=O)=O', 'HMDB:HMDB0000134', 'INCHIKEY:VZCYOOQTPOCHFL-OWOJBTEDSA-N']	{}
331	400	36738	156248	Peptide	Gamma-glutamyl Amino Acid	654	NAMED	OWQDWQKWSLFFFR-UHFFFAOYSA-N	O=C(O)C(N)CCC(NC(C(O)=O)CCC(O)=O)=O	gamma-glutamylglutamate	gamma-glutamylglutamate				1116-22-9	83831	HMDB0011737	C05282	92865	Pos Early	['INCHIKEY:OWQDWQKWSLFFFR-UHFFFAOYSA-N', 'PUBCHEM.COMPOUND:92865', 'CAS:1116-22-9', 'HMDB:HMDB0011737', 'SMILES:O=C(O)C(N)CCC(NC(C(O)=O)CCC(O)=O)=O', 'KEGG.COMPOUND:C05282']	{}
338	305	587	147098	Xenobiotics	Food Component/Plant	5023	NAMED	RGHNJXZEOKUKBD-SQOUGZDYSA-N	OC([C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)=O	gluconate	gluconate				0527-07-01	10240	HMDB0000625	C00257	106,903,085,666	Polar	['INCHIKEY:RGHNJXZEOKUKBD-SQOUGZDYSA-N', 'HMDB:HMDB0000625', 'SMILES:OC([C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)=O', 'CAS:527-07-1', 'KEGG.COMPOUND:C00257', 'PUBCHEM.COMPOUND:3085666', 'PUBCHEM.COMPOUND:10690']	{}
339	305	396	146390	Lipid	Fatty Acid, Dicarboxylate	1705	NAMED	JFCQEDHGNNZCLN-UHFFFAOYSA-N	OC(CCCC(O)=O)=O	glutarate (C5-DC)	glutarate (C5-DC)				110-94-1	3618533	HMDB0000661	C00489	7,434,418,048	Polar	['SMILES:OC(CCCC(O)=O)=O', 'CAS:110-94-1', 'KEGG.COMPOUND:C00489', 'PUBCHEM.COMPOUND:743', 'HMDB:HMDB0000661', 'INCHIKEY:JFCQEDHGNNZCLN-UHFFFAOYSA-N', 'PUBCHEM.COMPOUND:4418048']	{}
340	400	58	160611	Amino Acid	Glycine, Serine and Threonine Metabolism	1	NAMED	DHMQDGOQFOQNFH-UHFFFAOYSA-N	NCC(O)=O	glycine	glycine				56-40-6	730	HMDB0000123	C00037	750	Pos Early	['PUBCHEM.COMPOUND:750', 'KEGG.COMPOUND:C00037', 'CAS:56-40-6', 'INCHIKEY:DHMQDGOQFOQNFH-UHFFFAOYSA-N', 'HMDB:HMDB0000123', 'SMILES:NCC(O)=O']	{}
342	209	18476	126842	Lipid	Primary Bile Acid Metabolism	3523	NAMED	RFDAIACWWDREDC-FRVQLJSFSA-N	O=C(CNC(CC[C@H]([C@@H]1[C@@]2(C)[C@@H](O)C[C@]3([H])[C@@]4(C)CC[C@@H](O)C[C@@]4([H])C[C@@H](O)[C@@]3([H])[C@]2([H])CC1)C)=O)O	glycocholate	glycocholate				475-31-0,863-57-0	9734	HMDB0000138	C01921	10140	Neg	['HMDB:HMDB0000138', 'PUBCHEM.COMPOUND:10140', 'SMILES:O=C(CNC(CC[C@H]([C@@H]1[C@@]2(C)[C@@H](O)C[C@]3([H])[C@@]4(C)CC[C@@H](O)C[C@@]4([H])C[C@@H](O)[C@@]3([H])[C@]2([H])CC1)C)=O)O', 'CAS:475-31-0', 'KEGG.COMPOUND:C01921', 'CAS:863-57-0', 'INCHIKEY:RFDAIACWWDREDC-FRVQLJSFSA-N']	{}
344	305	43802	147630	Amino Acid	Creatine Metabolism	538	NAMED	BPMFZUMJYQTVII-UHFFFAOYSA-N	NC(NCC(O)=O)=N	guanidinoacetate	guanidinoacetate				352-97-6	743	HMDB0000128	C00581	763	Polar	['PUBCHEM.COMPOUND:763', 'INCHIKEY:BPMFZUMJYQTVII-UHFFFAOYSA-N', 'CAS:352-97-6', 'HMDB:HMDB0000128', 'KEGG.COMPOUND:C00581', 'SMILES:NC(NCC(O)=O)=N']	{}
355	209	59	123153	Amino Acid	Histidine Metabolism	73	NAMED	HNDVDQJCIGZPNO-UHFFFAOYSA-N	NC(C(O)=O)CC1=CN=CN1	histidine	histidine				5934-29-2	752	HMDB0000177	C00135	6274	Neg	['HMDB:HMDB0000177', 'CAS:5934-29-2', 'INCHIKEY:HNDVDQJCIGZPNO-UHFFFAOYSA-N', 'PUBCHEM.COMPOUND:6274', 'KEGG.COMPOUND:C00135', 'SMILES:NC(C(O)=O)CC1=CN=CN1']	{}
356	209	1712	124815	Lipid	Corticosteroids	3374	NAMED	JYGXADMDTFJGBT-VWUMJDOOSA-N	O[C@@]1([C@@](CO)=O)[C@]2(C)[C@](CC1)([H])[C@@](CCC3=CC4=O)([H])[C@]([C@@]3(C)CC4)([H])[C@@H](O)C2	cortisol	cortisol				50-23-7		HMDB0000063	C00735	5754	Neg	['SMILES:O[C@@]1([C@@](CO)=O)[C@]2(C)[C@](CC1)([H])[C@@](CCC3=CC4=O)([H])[C@]([C@@]3(C)CC4)([H])[C@@H](O)C2', 'INCHIKEY:JYGXADMDTFJGBT-VWUMJDOOSA-N', 'HMDB:HMDB0000063', 'CAS:50-23-7', 'KEGG.COMPOUND:C00735', 'PUBCHEM.COMPOUND:5754']	{}
358	305	590	146416	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	479	NAMED	VVIUBCNYACGLLV-UHFFFAOYSA-N	NCCS(O)=O	hypotaurine	hypotaurine				300-84-5	96959	HMDB0000965	C00519	107812	Polar	['SMILES:NCCS(O)=O', 'CAS:300-84-5', 'PUBCHEM.COMPOUND:107812', 'KEGG.COMPOUND:C00519', 'HMDB:HMDB0000965', 'INCHIKEY:VVIUBCNYACGLLV-UHFFFAOYSA-N']	{}
361	209	1123	123191	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	4333	NAMED	UGQMRVRMYYASKQ-KQYNXXCUSA-N	O[C@H]1[C@H](N2C(N=CN=C3O)=C3N=C2)O[C@H](CO)[C@H]1O	inosine	inosine				58-63-9	21241953	HMDB0000195	C00294	6021	Neg	['INCHIKEY:UGQMRVRMYYASKQ-KQYNXXCUSA-N', 'HMDB:HMDB0000195', 'SMILES:O[C@H]1[C@H](N2C(N=CN=C3O)=C3N=C2)O[C@H](CO)[C@H]1O', 'PUBCHEM.COMPOUND:6021', 'KEGG.COMPOUND:C00294', 'CAS:58-63-9']	{}
363	305	1124	145716	Lipid	Inositol Metabolism	2247	NAMED	CDAISMWEOUEBRE-GPIVLXJGSA-N	O[C@@H]1[C@@H](O)[C@H](O)[C@H](O)[C@H](O)[C@H]1O	myo-inositol	myo-inositol				87-89-8	10239179	HMDB0000211	C00137	892	Polar	['PUBCHEM.COMPOUND:892', 'HMDB:HMDB0000211', 'CAS:87-89-8', 'KEGG.COMPOUND:C00137', 'INCHIKEY:CDAISMWEOUEBRE-GPIVLXJGSA-N', 'SMILES:O[C@@H]1[C@@H](O)[C@H](O)[C@H](O)[C@H](O)[C@H]1O']	{}
376	400	1125	155350	Amino Acid	Leucine, Isoleucine and Valine Metabolism	393	NAMED	AGPKZVBTJJNPAG-UHFFFAOYSA-N	NC(C(O)=O)C(C)CC	isoleucine	isoleucine				73-32-5	769	HMDB0000172	C06418,C00407,C16424	6306	Pos Early	['CAS:73-32-5', 'KEGG.COMPOUND:C00407', 'HMDB:HMDB0000172', 'INCHIKEY:AGPKZVBTJJNPAG-UHFFFAOYSA-N', 'KEGG.COMPOUND:C06418', 'KEGG.COMPOUND:C16424', 'SMILES:NC(C(O)=O)C(C)CC', 'PUBCHEM.COMPOUND:6306']	{}
381	305	6146	147948	Amino Acid	Lysine Metabolism	126	NAMED	OYIFNHCXNCRBQI-UHFFFAOYSA-N	OC(CCCC(N)C(O)=O)=O	2-aminoadipate	2-aminoadipate				1118-90-7,542-32-5	456	HMDB0000510	C00956	92136	Polar	['HMDB:HMDB0000510', 'INCHIKEY:OYIFNHCXNCRBQI-UHFFFAOYSA-N', 'SMILES:OC(CCCC(N)C(O)=O)=O', 'CAS:542-32-5', 'CAS:1118-90-7', 'KEGG.COMPOUND:C00956', 'PUBCHEM.COMPOUND:92136']	{}
391	400	2132	155460	Amino Acid	Urea cycle; Arginine and Proline Metabolism	502	NAMED	RHGKLRLOHDJJDR-UHFFFAOYSA-N	NC(C(O)=O)CCCNC(N)=O	citrulline	citrulline				372-75-8	810	HMDB0000904	C00327	9750	Pos Early	['PUBCHEM.COMPOUND:9750', 'HMDB:HMDB0000904', 'CAS:372-75-8', 'KEGG.COMPOUND:C00327', 'SMILES:NC(C(O)=O)CCCNC(N)=O', 'INCHIKEY:RHGKLRLOHDJJDR-UHFFFAOYSA-N']	{}
397	400	60	155300	Amino Acid	Leucine, Isoleucine and Valine Metabolism	340	NAMED	ROHFNLRQFUQHCH-YFKPBYRVSA-N	O=C([C@H](CC(C)C)N)O	leucine	leucine				61-90-5		HMDB0000687	C00123	6106	Pos Early	['KEGG.COMPOUND:C00123', 'INCHIKEY:ROHFNLRQFUQHCH-YFKPBYRVSA-N', 'HMDB:HMDB0000687', 'SMILES:O=C([C@H](CC(C)C)N)O', 'PUBCHEM.COMPOUND:6106', 'CAS:61-90-5']	{}
405	209	1483	125730	Lipid	Secondary Bile Acid Metabolism	3565	NAMED	SMEROWZSTRWXGI-UHFFFAOYSA-N	O=C(CCC(C(CCC1C2CCC3CC4O)C1(CCC2C3(CC4)C)C)C)O	lithocholate	lithocholate				434-13-9	9519	HMDB0000761	C03990	9903	Neg	['SMILES:O=C(CCC(C(CCC1C2CCC3CC4O)C1(CCC2C3(CC4)C)C)C)O', 'HMDB:HMDB0000761', 'KEGG.COMPOUND:C03990', 'INCHIKEY:SMEROWZSTRWXGI-UHFFFAOYSA-N', 'CAS:434-13-9', 'PUBCHEM.COMPOUND:9903']	{}
407	400	1301	155354	Amino Acid	Lysine Metabolism	108	NAMED	KDXKERNSBIXSRK-UHFFFAOYSA-N	NC(C(O)=O)CCCCN	lysine	lysine				56-87-1	5747	HMDB0000182,HMDB0003405	C00739,C00047	5962	Pos Early	['KEGG.COMPOUND:C00739', 'SMILES:NC(C(O)=O)CCCCN', 'HMDB:HMDB0000182', 'KEGG.COMPOUND:C00047', 'HMDB:HMDB0003405', 'CAS:56-87-1', 'INCHIKEY:KDXKERNSBIXSRK-UHFFFAOYSA-N', 'PUBCHEM.COMPOUND:5962']	{}
409	209	1303	123199	Energy	TCA Cycle	1492	NAMED	BJEPYKJPYRNKOW-UHFFFAOYSA-N	OC(C(O)=O)CC(O)=O	malate	malate				6915-15-7	510	HMDB0031518,HMDB0000156,HMDB0000744	C00149,C00711,C00497	525	Neg	['CAS:6915-15-7', 'HMDB:HMDB0031518', 'SMILES:OC(C(O)=O)CC(O)=O', 'KEGG.COMPOUND:C00711', 'INCHIKEY:BJEPYKJPYRNKOW-UHFFFAOYSA-N', 'HMDB:HMDB0000744', 'KEGG.COMPOUND:C00149', 'KEGG.COMPOUND:C00497', 'HMDB:HMDB0000156', 'PUBCHEM.COMPOUND:525']	{}
415	209	1302	124789	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	443	NAMED	FFEARJCKVFRZRR-UHFFFAOYSA-N	CSCCC(N)C(O)=O	methionine	methionine				63-68-3	5907	HMDB0000696	C00073	6137	Neg	['INCHIKEY:FFEARJCKVFRZRR-UHFFFAOYSA-N', 'PUBCHEM.COMPOUND:6137', 'HMDB:HMDB0000696', 'CAS:63-68-3', 'KEGG.COMPOUND:C00073', 'SMILES:CSCCC(N)C(O)=O']	{}
418	305	1496	145730	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	1820	NAMED	ZIYVHBGGAOATLY-UHFFFAOYSA-N	O=C(C(C(O)=O)C)O	methylmalonate (MMA)	methylmalonate (MMA)				0516-05-02	473	HMDB0000202	C02170	487	Polar	['KEGG.COMPOUND:C02170', 'SMILES:O=C(C(C(O)=O)C)O', 'CAS:516-05-2', 'PUBCHEM.COMPOUND:487', 'HMDB:HMDB0000202', 'INCHIKEY:ZIYVHBGGAOATLY-UHFFFAOYSA-N']	{}
424	209	1336	125720	Lipid	Long Chain Saturated Fatty Acid	1556	NAMED	IPCSVZSSVZVIGE-UHFFFAOYSA-N	OC(CCCCCCCCCCCCCCC)=O	palmitate (16:0)	palmitate (16:0)				57-10-3	960	HMDB0000220	C00249	985	Neg	['CAS:57-10-3', 'HMDB:HMDB0000220', 'SMILES:OC(CCCCCCCCCCCCCCC)=O', 'INCHIKEY:IPCSVZSSVZVIGE-UHFFFAOYSA-N', 'PUBCHEM.COMPOUND:985', 'KEGG.COMPOUND:C00249']	{}
432	400	594	155332	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	4519	NAMED	DFPAKSUCGFBDDF-UHFFFAOYSA-N	NC(C1=CN=CC=C1)=O	nicotinamide	nicotinamide				98-92-0	911	HMDB0001406	C00153	936	Pos Early	['SMILES:NC(C1=CN=CC=C1)=O', 'KEGG.COMPOUND:C00153', 'CAS:98-92-0', 'HMDB:HMDB0001406', 'PUBCHEM.COMPOUND:936', 'INCHIKEY:DFPAKSUCGFBDDF-UHFFFAOYSA-N']	{}
437	209	12035	125748	Lipid	Medium Chain Fatty Acid	1538	NAMED	FBUKVWPVBMHYJY-UHFFFAOYSA-N	CCCCCCCCC(O)=O	pelargonate (9:0)	pelargonate (9:0)				112-05-0	4574394	HMDB0000847	C01601	8158	Neg	['CAS:112-05-0', 'HMDB:HMDB0000847', 'PUBCHEM.COMPOUND:8158', 'KEGG.COMPOUND:C01601', 'SMILES:CCCCCCCCC(O)=O', 'INCHIKEY:FBUKVWPVBMHYJY-UHFFFAOYSA-N']	{}
439	209	1358	125724	Lipid	Long Chain Saturated Fatty Acid	1560	NAMED	QIQXTHQIDYTFRH-UHFFFAOYSA-N	CCCCCCCCCCCCCCCCCC(O)=O	stearate (18:0)	stearate (18:0)				57-11-4	5091	HMDB0000827	C01530	5281	Neg	['HMDB:HMDB0000827', 'PUBCHEM.COMPOUND:5281', 'KEGG.COMPOUND:C01530', 'SMILES:CCCCCCCCCCCCCCCCCC(O)=O', 'CAS:57-11-4', 'INCHIKEY:QIQXTHQIDYTFRH-UHFFFAOYSA-N']	{}
444	400	1493	155375	Amino Acid	Urea cycle; Arginine and Proline Metabolism	497	NAMED	AHLPHDHHMVZTML-BYPYZUCNSA-N	O=C(O)[C@@H](N)CCCN	ornithine	ornithine				3184-13-2	6026	HMDB0000214	C00077	6262	Pos Early	['INCHIKEY:AHLPHDHHMVZTML-BYPYZUCNSA-N', 'SMILES:O=C(O)[C@@H](N)CCCN', 'CAS:3184-13-2', 'PUBCHEM.COMPOUND:6262', 'HMDB:HMDB0000214', 'KEGG.COMPOUND:C00077']	{}
445	305	1505	146440	Nucleotide	Pyrimidine Metabolism, Orotate containing	4421	NAMED	PXQPEWDEAKTCGB-UHFFFAOYSA-N	O=C(C1=CC(O)=NC(O)=N1)O	orotate	orotate				50887-69-9	942	HMDB0000226	C00295	967	Polar	['KEGG.COMPOUND:C00295', 'CAS:50887-69-9', 'SMILES:O=C(C1=CC(O)=NC(O)=N1)O', 'INCHIKEY:PXQPEWDEAKTCGB-UHFFFAOYSA-N', 'PUBCHEM.COMPOUND:967', 'HMDB:HMDB0000226']	{}
452	209	33447	126083	Lipid	Long Chain Monounsaturated Fatty Acid	1575	NAMED	SECPZKHBENQXJG-FPLPWBNLSA-N	CCCCCC\C=C/CCCCCCCC(O)=O	palmitoleate (16:1n7)	palmitoleate (16:1n7)				373-49-9	393216	HMDB0003229	C08362	445638	Neg	['INCHIKEY:SECPZKHBENQXJG-FPLPWBNLSA-N', 'PUBCHEM.COMPOUND:445638', 'SMILES:CCCCCC\\C=C/CCCCCCCC(O)=O', 'KEGG.COMPOUND:C08362', 'HMDB:HMDB0003229', 'CAS:373-49-9']	{}
460	400	64	155301	Amino Acid	Phenylalanine Metabolism	144	NAMED	COLNVLDHVKWLRT-UHFFFAOYSA-N	NC(C(O)=O)CC1=CC=CC=C1	phenylalanine	phenylalanine				63-91-2	5910	HMDB0000159	C00079	6140	Pos Early	['CAS:63-91-2', 'SMILES:NC(C(O)=O)CC1=CC=CC=C1', 'PUBCHEM.COMPOUND:6140', 'KEGG.COMPOUND:C00079', 'INCHIKEY:COLNVLDHVKWLRT-UHFFFAOYSA-N', 'HMDB:HMDB0000159']	{}
461	400	42109	156915	Energy	Oxidative Phosphorylation	1509	NAMED	NBIIXXVUZAFLBC-UHFFFAOYSA-N	O=P(O)(O)O	phosphate	phosphate				7664-38-2	1032	HMDB0001429	C00009	1061	Pos Early	['CAS:7664-38-2', 'INCHIKEY:NBIIXXVUZAFLBC-UHFFFAOYSA-N', 'PUBCHEM.COMPOUND:1061', 'KEGG.COMPOUND:C00009', 'HMDB:HMDB0001429', 'SMILES:O=P(O)(O)O']	{}
466	209	598	143837	Xenobiotics	Food Component/Plant	5218	NAMED	RLCKHJSFHOZMDR-UHFFFAOYSA-N	CC(CCCC(CCCC(CCCC(C)C)C)C)CC(O)=O	phytanate	phytanate				14721-66-5	10140204	HMDB0000801	C01607	26840	Neg	['PUBCHEM.COMPOUND:26840', 'HMDB:HMDB0000801', 'CAS:14721-66-5', 'SMILES:CC(CCCC(CCCC(CCCC(C)C)C)C)CC(O)=O', 'KEGG.COMPOUND:C01607', 'INCHIKEY:RLCKHJSFHOZMDR-UHFFFAOYSA-N']	{}
480	400	1898	155455	Amino Acid	Urea cycle; Arginine and Proline Metabolism	505	NAMED	ONIBWKKTOPOVIA-UHFFFAOYSA-N	OC(C1CCCN1)=O	proline	proline				147-85-3	128566	HMDB0000162,HMDB0003411	C00148,C000763	8,988,145,742,614	Pos Early	['PUBCHEM.COMPOUND:8988', 'PUBCHEM.COMPOUND:614', 'HMDB:HMDB0003411', 'SMILES:OC(C1CCCN1)=O', 'CAS:147-85-3', 'INCHIKEY:ONIBWKKTOPOVIA-UHFFFAOYSA-N', 'PUBCHEM.COMPOUND:145742', 'HMDB:HMDB0000162', 'KEGG.COMPOUND:C00148']	{'KEGG': ['C000763']}
482	305	527	146396	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	1280	NAMED	JVTAAEKCZFNVCJ-UHFFFAOYSA-N	CC(O)C(O)=O	lactate	lactate				79-33-4	592	HMDB0000190	C00186	612	Polar	['HMDB:HMDB0000190', 'INCHIKEY:JVTAAEKCZFNVCJ-UHFFFAOYSA-N', 'SMILES:CC(O)C(O)=O', 'CAS:79-33-4', 'KEGG.COMPOUND:C00186', 'PUBCHEM.COMPOUND:612']	{}
498	402	1806	165222	Cofactors and Vitamins	Vitamin A Metabolism	4645	NAMED	FPIPGXGPPPQFEQ-OVSJKPMPSA-N	C/C(/C=C/C(C(C)(CCC1)C)=C1C)=C\C=C\C(C)=C\CO	retinol (vitamin A)	retinol (vitamin A)				68-26-8	393012	HMDB0000305	C00473	445354	Pos Late	['CAS:68-26-8', 'HMDB:HMDB0000305', 'INCHIKEY:FPIPGXGPPPQFEQ-OVSJKPMPSA-N', 'SMILES:C/C(/C=C/C(C(C)(CCC1)C)=C1C)=C\\C=C\\C(C)=C\\CO', 'KEGG.COMPOUND:C00473', 'PUBCHEM.COMPOUND:445354']	{}
501	305	1515	164364	Xenobiotics	Drug - Topical Agents	6189	NAMED	YGSDEFSMJLZEOE-UHFFFAOYSA-N	OC1=C(C(O)=O)C=CC=C1	salicylate	salicylate				69-72-7	331	HMDB0001895	C00805	338	Polar	['KEGG.COMPOUND:C00805', 'CAS:69-72-7', 'SMILES:OC1=C(C(O)=O)C=CC=C1', 'HMDB:HMDB0001895', 'INCHIKEY:YGSDEFSMJLZEOE-UHFFFAOYSA-N', 'PUBCHEM.COMPOUND:338']	{}
503	400	1648	155437	Amino Acid	Glycine, Serine and Threonine Metabolism	10	NAMED	MTCFGRXMJLQNBG-REOHCLBHSA-N	OC([C@@H](N)CO)=O	serine	serine				56-45-1	5736	HMDB0000187	C00065	5951	Pos Early	['PUBCHEM.COMPOUND:5951', 'HMDB:HMDB0000187', 'INCHIKEY:MTCFGRXMJLQNBG-REOHCLBHSA-N', 'CAS:56-45-1', 'SMILES:OC([C@@H](N)CO)=O', 'KEGG.COMPOUND:C00065']	{}
504	400	2342	155468	Amino Acid	Tryptophan Metabolism	295	NAMED	QZAYGJVTTNCVMB-UHFFFAOYSA-N	NCCC1=CNC(C=C2)=C1C=C2O	serotonin	serotonin				153-98-0	5013	HMDB0000259	C00780	5202	Pos Early	['PUBCHEM.COMPOUND:5202', 'INCHIKEY:QZAYGJVTTNCVMB-UHFFFAOYSA-N', 'KEGG.COMPOUND:C00780', 'CAS:153-98-0', 'HMDB:HMDB0000259', 'SMILES:NCCC1=CNC(C=C2)=C1C=C2O']	{}
512	400	2125	155458	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	480	NAMED	XOAAWQZATWQOTB-UHFFFAOYSA-N	NCCS(=O)(O)=O	taurine	taurine				107-35-7	1091	HMDB0000251	C00245	1123	Pos Early	['KEGG.COMPOUND:C00245', 'CAS:107-35-7', 'SMILES:NCCS(=O)(O)=O', 'HMDB:HMDB0000251', 'PUBCHEM.COMPOUND:1123', 'INCHIKEY:XOAAWQZATWQOTB-UHFFFAOYSA-N']	{}
519	209	1365	125728	Lipid	Long Chain Saturated Fatty Acid	1553	NAMED	TUNFSRHWOTWDNC-UHFFFAOYSA-N	OC(CCCCCCCCCCCCC)=O	myristate (14:0)	myristate (14:0)				544-63-8	10539	HMDB0000806	C06424	11005	Neg	['HMDB:HMDB0000806', 'SMILES:OC(CCCCCCCCCCCCC)=O', 'PUBCHEM.COMPOUND:11005', 'KEGG.COMPOUND:C06424', 'CAS:544-63-8', 'INCHIKEY:TUNFSRHWOTWDNC-UHFFFAOYSA-N']	{}
533	400	1670	155443	Amino Acid	Urea cycle; Arginine and Proline Metabolism	495	NAMED	XSQUKJJJFZCRTK-UHFFFAOYSA-N	O=C(N)N	urea	urea				57-13-6	1143	HMDB0000294	C00086	1176	Pos Early	['CAS:57-13-6', 'INCHIKEY:XSQUKJJJFZCRTK-UHFFFAOYSA-N', 'PUBCHEM.COMPOUND:1176', 'HMDB:HMDB0000294', 'KEGG.COMPOUND:C00086', 'SMILES:O=C(N)N']	{}
535	209	606	123185	Nucleotide	Pyrimidine Metabolism, Uracil containing	4433	NAMED	DRTQHJPVMGBUCF-UHFFFAOYSA-N	OC1C(N(C=CC2=O)C(N2)=O)OC(CO)C1O	uridine	uridine				58-96-8	5807	HMDB0000296	C00299	6029	Neg	['CAS:58-96-8', 'KEGG.COMPOUND:C00299', 'INCHIKEY:DRTQHJPVMGBUCF-UHFFFAOYSA-N', 'SMILES:OC1C(N(C=CC2=O)C(N2)=O)OC(CO)C1O', 'PUBCHEM.COMPOUND:6029', 'HMDB:HMDB0000296']	{}
536	209	52602	165330	Nucleotide	Pyrimidine Metabolism, Uracil containing	4449	NAMED	MXHRCPNRJAMMIM-UHFFFAOYSA-N	O=C(NC1=O)N(C=C1)C(CC2O)OC2CO	2'-deoxyuridine	2'-deoxyuridine				951-78-0	13118	HMDB0000012	C00526	13712	Neg	['KEGG.COMPOUND:C00526', 'SMILES:O=C(NC1=O)N(C=C1)C(CC2O)OC2CO', 'CAS:951-78-0', 'INCHIKEY:MXHRCPNRJAMMIM-UHFFFAOYSA-N', 'HMDB:HMDB0000012', 'PUBCHEM.COMPOUND:13712']	{}
537	400	607	155340	Amino Acid	Histidine Metabolism	81	NAMED	LOIYMIARKYCTBW-OWOJBTEDSA-N	O=C(O)/C=C/C1=CNC=N1	trans-urocanate	trans-urocanate				104-98-3	643824	HMDB0000301	C00785	736715	Pos Early	['CAS:104-98-3', 'PUBCHEM.COMPOUND:736715', 'KEGG.COMPOUND:C00785', 'INCHIKEY:LOIYMIARKYCTBW-OWOJBTEDSA-N', 'HMDB:HMDB0000301', 'SMILES:O=C(O)/C=C/C1=CNC=N1']	{}
561	400	57	155297	Amino Acid	Glutamate Metabolism	46	NAMED	WHUUTDBJXJRKMK-VKHMYHEASA-N	O=C(O)[C@@H](N)CCC(O)=O	glutamate	glutamate				56-86-0	591	HMDB0000148	C00025,C00217	33032	Pos Early	['INCHIKEY:WHUUTDBJXJRKMK-VKHMYHEASA-N', 'HMDB:HMDB0000148', 'SMILES:O=C(O)[C@@H](N)CCC(O)=O', 'PUBCHEM.COMPOUND:33032', 'KEGG.COMPOUND:C00025', 'KEGG.COMPOUND:C00217', 'CAS:56-86-0']	{}
563	400	53	155293	Amino Acid	Glutamate Metabolism	47	NAMED	ZDXPYRJPNDTMRX-VKHMYHEASA-N	OC([C@@H](N)CCC(N)=O)=O	glutamine	glutamine				56-85-9	5746	HMDB0000641	C00064	5961	Pos Early	['SMILES:OC([C@@H](N)CCC(N)=O)=O', 'INCHIKEY:ZDXPYRJPNDTMRX-VKHMYHEASA-N', 'KEGG.COMPOUND:C00064', 'PUBCHEM.COMPOUND:5961', 'HMDB:HMDB0000641', 'CAS:56-85-9']	{}
564	400	1284	155352	Amino Acid	Glycine, Serine and Threonine Metabolism	17	NAMED	AYFVYJQAPQTCCC-GBXIJSLDSA-N	N[C@H](C(O)=O)[C@H](O)C	threonine	threonine				72-19-5	6051	HMDB0000167	C00188	6288	Pos Early	['CAS:72-19-5', 'KEGG.COMPOUND:C00188', 'INCHIKEY:AYFVYJQAPQTCCC-GBXIJSLDSA-N', 'HMDB:HMDB0000167', 'SMILES:N[C@H](C(O)=O)[C@H](O)C', 'PUBCHEM.COMPOUND:6288']	{}
565	400	54	155294	Amino Acid	Tryptophan Metabolism	262	NAMED	QIVBCDIJIAJPQS-VIFPVBQESA-N	O=C(O)[C@@H](N)CC1=CNC2=C1C=CC=C2	tryptophan	tryptophan				73-22-3	6066	HMDB0000929	C00078	6305	Pos Early	['SMILES:O=C(O)[C@@H](N)CC1=CNC2=C1C=CC=C2', 'CAS:73-22-3', 'INCHIKEY:QIVBCDIJIAJPQS-VIFPVBQESA-N', 'PUBCHEM.COMPOUND:6305', 'HMDB:HMDB0000929', 'KEGG.COMPOUND:C00078']	{}
